id,nome,ingredientes,modo_preparo,tempo_preparo,dificuldade,categoria,deleted
87,Bolo com Cobertura,"açúcar, leite condensado, batata, ovos, manjericão, queijo muçarela, frango desfiado",Adicione o leite e a manteiga derretida à mistura. Despeje a massa em uma forma untada e enfarinhada. Sirva quente com acompanhamento de sua preferência.,86,Difícil,Entrada,False
88,Torta com Cobertura,"tomate, cebola, azeite, pimenta do reino, alho, manteiga, arroz, feijão",Misture todos os ingredientes secos em uma tigela grande. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Adicione o leite e a manteiga derretida à mistura. Leve ao forno pré-aquecido a 180°C por 30 minutos. Despeje a massa em uma forma untada e enfarinhada.,98,Média,Sobremesa,False
89,Feijoada com Cobertura,"fermento em pó, feijão, creme de leite, carne moída, manjericão, chocolate em pó, açúcar",Despeje a massa em uma forma untada e enfarinhada. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Incorpore a farinha aos poucos e misture bem. Deixe esfriar antes de desenformar e finalizar com o recheio. Misture todos os ingredientes secos em uma tigela grande.,67,Média,Prato Principal,False
90,Pudim de Chocolate,"azeite, carne moída, arroz, manjericão, ovos, queijo muçarela",Bata os ovos com o açúcar até formar um creme claro. Sirva quente com acompanhamento de sua preferência. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Misture todos os ingredientes secos em uma tigela grande.,46,Média,Lanche,False
91,Bolo na Manteiga,"farinha de trigo, leite, frango desfiado, tomate, manteiga",Adicione o leite e a manteiga derretida à mistura. Deixe esfriar antes de desenformar e finalizar com o recheio. Bata os ovos com o açúcar até formar um creme claro. Sirva quente com acompanhamento de sua preferência.,59,Fácil,Entrada,False
92,Frango Simples,"manjericão, feijão, sal, pimenta do reino, arroz, batata, carne moída, creme de leite, leite",Deixe esfriar antes de desenformar e finalizar com o recheio. Misture todos os ingredientes secos em uma tigela grande. Leve ao forno pré-aquecido a 180°C por 30 minutos. Refogue o alho e a cebola no azeite até dourarem. Bata os ovos com o açúcar até formar um creme claro.,58,Média,Prato Principal,False
93,Pudim da Vovó,"cebola, feijão, açúcar, ovos, manjericão, creme de leite, manteiga, sal, chocolate em pó",Leve ao forno pré-aquecido a 180°C por 30 minutos. Misture todos os ingredientes secos em uma tigela grande. Deixe esfriar antes de desenformar e finalizar com o recheio. Bata os ovos com o açúcar até formar um creme claro. Despeje a massa em uma forma untada e enfarinhada.,99,Difícil,Sobremesa,False
94,Escondidinho Cremoso,"fermento em pó, tomate, leite, feijão, batata, azeite, creme de leite",Incorpore a farinha aos poucos e misture bem. Refogue o alho e a cebola no azeite até dourarem. Despeje a massa em uma forma untada e enfarinhada. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Sirva quente com acompanhamento de sua preferência.,113,Difícil,Lanche,False
95,Salada Rápida,"manjericão, tomate, manteiga, cebola, chocolate em pó, fermento em pó, leite condensado, arroz",Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Adicione o leite e a manteiga derretida à mistura. Refogue o alho e a cebola no azeite até dourarem. Despeje a massa em uma forma untada e enfarinhada. Deixe esfriar antes de desenformar e finalizar com o recheio.,29,Fácil,Prato Principal,False
96,Pudim de Chocolate,"sal, azeite, creme de leite, manjericão, açúcar, chocolate em pó, pimenta do reino, feijão, alho, leite",Adicione o leite e a manteiga derretida à mistura. Deixe esfriar antes de desenformar e finalizar com o recheio. Leve ao forno pré-aquecido a 180°C por 30 minutos. Misture todos os ingredientes secos em uma tigela grande.,91,Média,Lanche,False
97,Salada Simples,"manjericão, manteiga, ovos, batata, leite condensado, creme de leite, feijão",Deixe esfriar antes de desenformar e finalizar com o recheio. Refogue o alho e a cebola no azeite até dourarem. Adicione o leite e a manteiga derretida à mistura. Misture todos os ingredientes secos em uma tigela grande. Adicione o ingrediente principal e deixe cozinhar por 10 minutos.,39,Média,Prato Principal,False
98,Frango Especial,"queijo muçarela, leite condensado, alho, batata, manteiga, azeite",Despeje a massa em uma forma untada e enfarinhada. Misture todos os ingredientes secos em uma tigela grande. Refogue o alho e a cebola no azeite até dourarem.,34,Fácil,Lanche,False
99,Pudim de Chocolate,"leite condensado, frango desfiado, manteiga, farinha de trigo, ovos, fermento em pó",Despeje a massa em uma forma untada e enfarinhada. Misture todos os ingredientes secos em uma tigela grande. Leve ao forno pré-aquecido a 180°C por 30 minutos. Sirva quente com acompanhamento de sua preferência.,95,Média,Lanche,False
100,Peixe da Vovó,"feijão, sal, cebola, creme de leite, azeite, arroz, leite condensado, alho, carne moída",Refogue o alho e a cebola no azeite até dourarem. Misture todos os ingredientes secos em uma tigela grande. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Sirva quente com acompanhamento de sua preferência. Despeje a massa em uma forma untada e enfarinhada.,73,Difícil,Prato Principal,False
101,Peixe com Cobertura,"leite, azeite, leite condensado, frango desfiado, chocolate em pó, feijão",Adicione o leite e a manteiga derretida à mistura. Deixe esfriar antes de desenformar e finalizar com o recheio. Sirva quente com acompanhamento de sua preferência.,110,Difícil,Prato Principal,False
102,Peixe Especial,"sal, pimenta do reino, fermento em pó, cebola, farinha de trigo, queijo muçarela, alho",Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Leve ao forno pré-aquecido a 180°C por 30 minutos. Deixe esfriar antes de desenformar e finalizar com o recheio. Bata os ovos com o açúcar até formar um creme claro.,85,Fácil,Prato Principal,False
103,Torta Simples,"frango desfiado, queijo muçarela, carne moída, chocolate em pó, creme de leite, batata",Misture todos os ingredientes secos em uma tigela grande. Bata os ovos com o açúcar até formar um creme claro. Despeje a massa em uma forma untada e enfarinhada. Adicione o ingrediente principal e deixe cozinhar por 10 minutos.,58,Média,Lanche,False
104,Bolo na Manteiga,"chocolate em pó, sal, creme de leite, alho, pimenta do reino, batata",Bata os ovos com o açúcar até formar um creme claro. Leve ao forno pré-aquecido a 180°C por 30 minutos. Sirva quente com acompanhamento de sua preferência. Adicione o leite e a manteiga derretida à mistura. Misture todos os ingredientes secos em uma tigela grande.,36,Média,Sobremesa,False
105,Frango Cremoso,"ovos, leite condensado, manteiga, leite, tomate, pimenta do reino, feijão, carne moída",Adicione o leite e a manteiga derretida à mistura. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Deixe esfriar antes de desenformar e finalizar com o recheio. Bata os ovos com o açúcar até formar um creme claro. Misture todos os ingredientes secos em uma tigela grande.,32,Fácil,Entrada,False
106,Escondidinho Cremoso,"leite condensado, tomate, leite, alho, pimenta do reino",Misture todos os ingredientes secos em uma tigela grande. Despeje a massa em uma forma untada e enfarinhada. Adicione o leite e a manteiga derretida à mistura.,27,Fácil,Sobremesa,False
107,Escondidinho na Manteiga,"cebola, pimenta do reino, farinha de trigo, tomate, alho, frango desfiado, arroz, chocolate em pó, azeite, fermento em pó",Deixe esfriar antes de desenformar e finalizar com o recheio. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Refogue o alho e a cebola no azeite até dourarem. Bata os ovos com o açúcar até formar um creme claro. Sirva quente com acompanhamento de sua preferência.,47,Média,Entrada,False
108,Feijoada Especial,"pimenta do reino, leite, feijão, leite condensado, manteiga, ovos, sal, tomate",Refogue o alho e a cebola no azeite até dourarem. Misture todos os ingredientes secos em uma tigela grande. Despeje a massa em uma forma untada e enfarinhada. Bata os ovos com o açúcar até formar um creme claro. Deixe esfriar antes de desenformar e finalizar com o recheio.,80,Média,Prato Principal,False
109,Escondidinho com Cobertura,"carne moída, ovos, arroz, manjericão, frango desfiado",Adicione o leite e a manteiga derretida à mistura. Despeje a massa em uma forma untada e enfarinhada. Refogue o alho e a cebola no azeite até dourarem. Deixe esfriar antes de desenformar e finalizar com o recheio. Incorpore a farinha aos poucos e misture bem.,31,Difícil,Prato Principal,False
110,Peixe Especial,"azeite, chocolate em pó, carne moída, ovos, tomate, farinha de trigo, leite, creme de leite, arroz, manteiga",Misture todos os ingredientes secos em uma tigela grande. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Incorpore a farinha aos poucos e misture bem.,73,Fácil,Lanche,False
111,Mousse Simples,"creme de leite, pimenta do reino, leite condensado, feijão, manjericão, carne moída, azeite",Despeje a massa em uma forma untada e enfarinhada. Adicione o leite e a manteiga derretida à mistura. Leve ao forno pré-aquecido a 180°C por 30 minutos. Sirva quente com acompanhamento de sua preferência. Misture todos os ingredientes secos em uma tigela grande.,18,Média,Prato Principal,False
112,Peixe da Vovó,"sal, batata, leite condensado, leite, arroz, alho",Incorpore a farinha aos poucos e misture bem. Adicione o leite e a manteiga derretida à mistura. Sirva quente com acompanhamento de sua preferência.,14,Média,Lanche,False
113,Bolo Rápida,"arroz, frango desfiado, fermento em pó, açúcar, leite, pimenta do reino",Bata os ovos com o açúcar até formar um creme claro. Incorpore a farinha aos poucos e misture bem. Deixe esfriar antes de desenformar e finalizar com o recheio. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Misture todos os ingredientes secos em uma tigela grande.,14,Fácil,Sobremesa,False
114,Peixe na Manteiga,"leite condensado, açúcar, arroz, creme de leite, chocolate em pó, fermento em pó, cebola, frango desfiado, farinha de trigo",Leve ao forno pré-aquecido a 180°C por 30 minutos. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Despeje a massa em uma forma untada e enfarinhada. Bata os ovos com o açúcar até formar um creme claro.,40,Difícil,Prato Principal,False
115,Bolo Simples,"cebola, fermento em pó, azeite, manteiga, feijão, manjericão",Despeje a massa em uma forma untada e enfarinhada. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Sirva quente com acompanhamento de sua preferência. Adicione o leite e a manteiga derretida à mistura. Leve ao forno pré-aquecido a 180°C por 30 minutos.,118,Difícil,Prato Principal,False
116,Frango com Cobertura,"alho, fermento em pó, creme de leite, chocolate em pó, açúcar, manjericão, frango desfiado, ovos",Bata os ovos com o açúcar até formar um creme claro. Adicione o leite e a manteiga derretida à mistura. Leve ao forno pré-aquecido a 180°C por 30 minutos. Sirva quente com acompanhamento de sua preferência.,115,Difícil,Entrada,False
117,Escondidinho Rápida,"feijão, tomate, batata, açúcar, queijo muçarela, chocolate em pó, pimenta do reino, sal",Deixe esfriar antes de desenformar e finalizar com o recheio. Bata os ovos com o açúcar até formar um creme claro. Sirva quente com acompanhamento de sua preferência.,36,Fácil,Sobremesa,False
118,Sopa na Manteiga,"sal, açúcar, carne moída, manjericão, leite condensado, pimenta do reino",Despeje a massa em uma forma untada e enfarinhada. Deixe esfriar antes de desenformar e finalizar com o recheio. Sirva quente com acompanhamento de sua preferência.,94,Fácil,Entrada,False
119,Sopa de Chocolate,"cebola, tomate, queijo muçarela, pimenta do reino, açúcar, carne moída, arroz, batata",Refogue o alho e a cebola no azeite até dourarem. Bata os ovos com o açúcar até formar um creme claro. Despeje a massa em uma forma untada e enfarinhada. Adicione o leite e a manteiga derretida à mistura.,42,Fácil,Prato Principal,False
120,Salada de Chocolate,"pimenta do reino, alho, chocolate em pó, ovos, manjericão",Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Incorpore a farinha aos poucos e misture bem. Adicione o leite e a manteiga derretida à mistura. Refogue o alho e a cebola no azeite até dourarem.,107,Média,Lanche,False
121,Mousse na Manteiga,"açúcar, leite, pimenta do reino, manteiga, batata, fermento em pó, azeite, cebola, leite condensado",Leve ao forno pré-aquecido a 180°C por 30 minutos. Adicione o leite e a manteiga derretida à mistura. Refogue o alho e a cebola no azeite até dourarem.,98,Fácil,Entrada,False
122,Bolo Especial,"chocolate em pó, manteiga, feijão, azeite, açúcar, cebola",Refogue o alho e a cebola no azeite até dourarem. Bata os ovos com o açúcar até formar um creme claro. Deixe esfriar antes de desenformar e finalizar com o recheio.,118,Fácil,Sobremesa,False
123,Frango Rápida,"pimenta do reino, farinha de trigo, queijo muçarela, fermento em pó, cebola",Deixe esfriar antes de desenformar e finalizar com o recheio. Misture todos os ingredientes secos em uma tigela grande. Bata os ovos com o açúcar até formar um creme claro. Leve ao forno pré-aquecido a 180°C por 30 minutos. Adicione o ingrediente principal e deixe cozinhar por 10 minutos.,19,Difícil,Prato Principal,False
124,Peixe de Chocolate,"pimenta do reino, batata, carne moída, açúcar, ovos, chocolate em pó, manteiga, azeite, feijão, farinha de trigo",Bata os ovos com o açúcar até formar um creme claro. Despeje a massa em uma forma untada e enfarinhada. Incorpore a farinha aos poucos e misture bem. Deixe esfriar antes de desenformar e finalizar com o recheio. Leve ao forno pré-aquecido a 180°C por 30 minutos.,37,Difícil,Sobremesa,False
